loss,val_loss
0.0003873356617987156,0.000562658766284585
0.00035453776945360005,0.0005861787358298898
0.00033919309498742223,0.0006063226610422134
0.0003458592982497066,0.000566158618312329
0.00034773917286656797,0.0005283773061819375
0.0003410518984310329,0.0005029272870160639
0.00033040076959878206,0.00046258579823188484
0.00034106694511137903,0.0004289947682991624
0.0003293924673926085,0.0003948878438677639
0.00033318717032670975,0.0003579320036806166
0.0003290634194854647,0.00035200113779865205
0.00032029254361987114,0.00033682319917716086
0.00032140949042513967,0.00032859802013263106
0.00033070528297685087,0.0003330236067995429
0.00031353073427453637,0.00029667449416592717
0.0003237566561438143,0.0002905668516177684
0.00031796484836377203,0.0002791961014736444
0.00031992816366255283,0.0002575373509898782
0.00032882948289625347,0.00026229911600239575
0.0003267914871685207,0.0002678963355720043
0.000309314375044778,0.00027628138195723295
0.00032097447547130287,0.0002506020537111908
0.00031349158962257206,0.00025648955488577485
0.0003241990052629262,0.0002182165626436472
0.000314148812321946,0.00023317245359066874
0.00031488179229199886,0.00023752055130898952
0.00031032803235575557,0.0002166555350413546
0.0003204840759281069,0.00025726627791300416
0.00032159226248040795,0.00023396292817778885
0.0003125941439066082,0.00020766511443071067
