loss,val_loss
0.00030753290047869086,0.0006473542307503521
0.00021363934502005577,0.0006928334478288889
0.0002499863912817091,0.0006117894663475454
0.00023542997951153666,0.0007414310239255428
0.00023920793319121003,0.000750908104237169
0.00023292603145819157,0.0005722616333514452
0.00025366805493831635,0.0007447540410794318
0.0002284718066221103,0.0007803160697221756
0.00023619503190275282,0.001357641420327127
0.00025963151711039245,0.0007399601745419204
0.00022812277893535793,0.000660949619486928
0.00023720244644209743,0.00043867656495422125
0.00021651244605891407,0.0002943586150649935
0.00021832929633092135,0.00022300136333797127
0.0003185379318892956,0.0003360356786288321
0.00021067312627565116,0.00029015197651460767
0.00022515514865517616,0.00037087337113916874
0.00021305866539478302,0.0008094176300801337
0.00028357107657939196,0.00021494437532965094
0.00019696519302669913,0.0002632209798321128
0.0002145695179933682,0.0005414720508269966
0.00025023557827807963,0.00019183622498530895
0.00021117435244377702,0.00029611351783387363
0.00021849416953045875,0.0003024240431841463
0.00020920306269545108,0.0003024028264917433
0.00022393344261217862,0.00035754399141296744
0.00022045821242500097,0.0007137281936593354
0.0002797601919155568,0.00017985282465815544
0.00020321429474279284,0.0002711187698878348
0.0002151063526980579,0.00022988033015280962
0.00022176330094225705,0.00030135904671624303
0.00024776291684247553,0.0003814465017057955
0.00022511338465847075,0.0006548590026795864
0.0002223753253929317,0.00030399998649954796
0.00022423305199481547,0.0005824713152833283
0.00021196318266447634,0.00019759067799896002
0.00021693718736059964,0.0005574241513386369
0.00022434347192756832,0.0005586405750364065
0.00021108827786520123,0.00030446171876974404
0.00021241205104161054,0.0003932954277843237
0.00020236903219483793,0.00015418880502693355
0.00024962369934655726,0.0002279515756526962
0.00020848415442742407,0.00039364094845950603
0.0002203222829848528,0.0006087662768550217
0.00021277865744195879,0.00021027858019806445
0.00021534861298277974,0.0016820968594402075
0.0004601097898557782,0.0006831525242887437
0.00021713734895456582,0.00045513026998378336
0.00020784306980203837,0.0003634761378634721
0.00020956425578333437,0.0003545829385984689
